Gender,Age,Years of programming experience,Years of experience in agile projects,GPA,Highest level of education,Willingness to travel,Performance after 1 year
0,37,12,8,2.5392506671280306,3,0,1
1,35,8,6,2.948847315592373,0,1,1
1,34,10,5,3.2046870882947536,2,0,1
0,29,0,0,3.0,2,1,0
1,31,4,3,3.589081097138078,0,0,1
1,44,18,14,2.7,2,0,0
0,20,0,0,2.8,1,0,0
1,23,0,0,2.7,2,0,0
0,25,1,0,2.9,2,0,0
1,47,25,19,2.8,2,0,0
1,48,24,14,3.039689735013456,1,1,1
1,30,1,0,3.084723664518979,0,0,1
1,51,25,23,3.0571247585304144,1,1,1
0,44,15,10,2.7,1,0,0
0,32,4,0,2.8,1,0,0
0,21,0,0,2.9,2,0,0
1,59,35,29,2.9,3,1,0
0,53,23,22,3.0,2,1,0
1,38,13,8,3.215399773360639,2,1,1
1,49,25,16,2.8848689348845338,1,0,1
0,32,3,0,2.6,2,1,0
1,21,0,0,3.456706290883414,0,0,1
1,40,19,17,3.405184640295817,2,0,1
0,29,1,0,2.8,1,0,0
1,44,18,15,3.4435564937370793,2,0,1
0,29,1,0,2.9141964444271693,2,0,1
0,38,11,8,2.9,1,0,0
1,20,0,0,2.907934918301853,1,0,1
1,20,0,0,3.354987094131757,1,0,1
1,35,11,5,3.22465810126228,1,0,1
1,43,19,18,2.9599994785212984,2,0,1
1,20,0,0,3.0958963410415534,2,1,1
1,20,0,0,2.8,2,1,0
1,35,9,5,3.5007999141108646,2,0,1
1,25,0,0,2.7,1,0,0
1,20,0,0,2.3185372923825964,2,0,1
1,31,10,9,3.1422513169692174,2,0,1
0,36,7,0,2.4,1,1,0
1,32,2,0,3.1170005249875454,1,1,1
1,37,12,9,3.518296510889712,2,0,1
1,35,9,3,2.9,2,1,0
1,26,0,0,2.9,3,1,0
1,35,13,8,2.9785545113074483,0,0,1
0,22,0,0,2.8,1,0,0
1,20,0,0,2.9,2,0,0
0,37,11,4,2.626936609106032,2,0,1
1,39,10,7,2.713813697818652,0,0,1
1,23,0,0,3.3776429325691857,2,1,1
1,24,0,0,3.0362230636064957,2,0,1
0,22,0,0,2.8,2,0,0
1,21,0,0,2.526467171398745,1,1,1
0,48,21,18,2.6,2,1,0
1,45,26,25,2.477047696346073,2,0,1
0,26,4,2,3.5507494219104525,1,0,1
0,25,0,0,2.8,1,0,0
1,20,0,0,2.9540074622051447,0,1,1
1,28,0,0,2.7,2,1,0
1,31,0,0,2.2873808469949717,2,0,1
1,26,5,3,2.6723746319028185,2,0,1
1,24,0,0,3.2,2,1,0
1,37,9,6,2.94156297384763,0,1,1
0,20,0,0,2.7,1,0,0
1,23,0,0,3.0,2,0,0
1,37,15,10,2.6,2,0,0
0,31,10,5,3.2869721166813255,2,0,1
1,37,14,12,3.275576321580552,0,1,1
1,39,11,6,3.3895654008684835,1,1,1
1,41,11,4,2.7,2,0,0
1,37,9,6,3.161136585185804,1,0,1
1,45,26,23,3.1,2,0,0
1,20,0,0,3.1,2,1,0
0,38,5,4,2.9857060733532603,2,0,1
1,36,9,7,2.5,1,0,0
1,33,5,0,3.0,3,0,0
1,29,2,0,2.4,2,0,0
0,46,19,11,2.7,2,0,0
1,48,19,12,3.0,2,1,0
1,34,3,0,3.1,2,0,0
1,29,5,1,2.8062782722780906,1,0,1
1,34,11,6,2.6423549906721018,1,1,1
1,42,26,16,3.2722532466453416,2,1,1
0,34,8,3,2.7,1,0,0
0,46,14,12,2.8,1,0,0
1,34,6,3,2.7,2,1,0
0,31,12,8,2.942575230532345,1,0,1
1,26,1,0,2.7405217607415477,2,0,1
1,38,15,10,2.8119484230208878,2,1,1
0,26,1,0,2.6487526837566784,2,0,1
1,23,2,0,3.1426866744703013,3,0,1
0,33,4,0,2.7677033587946624,1,0,1
1,55,30,20,2.9,2,0,0
0,51,26,17,2.5306959550302035,2,0,1
1,39,14,12,3.4950258060912587,0,1,1
1,55,29,19,2.9,2,0,0
1,40,13,11,2.8,2,1,0
0,32,6,3,3.048418390924707,1,0,1
0,20,0,0,3.0,2,0,0
1,35,10,5,3.8532110277010743,2,1,1
0,36,14,11,2.9099038892970177,2,0,1
1,45,21,15,3.0321062780344854,0,1,1
0,27,3,0,3.264909840724564,2,0,1
1,24,0,0,2.8,2,0,0
0,20,0,0,2.6013815185828744,2,0,1
1,32,18,12,3.678853152435374,1,1,1
1,21,0,0,2.558688925317571,0,1,1
1,29,3,2,2.312796877506245,0,1,1
0,39,9,1,2.7,2,0,0
0,32,12,4,2.8981876386173524,3,0,1
1,26,1,0,3.3121621577375904,2,0,1
1,32,7,2,3.3,2,1,0
1,20,0,0,3.138408991021547,3,1,1
1,35,13,12,2.985129798545262,1,0,1
1,28,6,5,3.4329586679884825,2,1,1
1,28,4,0,3.0,3,0,0
0,52,19,14,3.0,2,0,0
0,23,2,0,2.6,1,1,0
0,51,26,21,2.61534875476817,2,0,1
1,30,6,5,3.2398656603141522,3,0,1
0,27,0,0,3.2,2,0,0
1,41,12,9,2.6634473534638823,0,0,1
1,42,19,14,2.7,3,1,0
1,45,21,16,2.7,2,1,0
0,32,7,6,2.1083748818741572,3,0,1
1,41,13,10,3.037459339554098,2,0,1
1,28,4,0,2.862507935584257,2,0,1
1,32,2,0,3.410180016522834,2,0,1
1,33,10,9,2.4924267196678187,1,1,1
1,28,0,0,3.0,2,1,0
0,23,0,0,3.3242091211803744,2,0,1
0,42,17,11,3.0,1,0,0
1,43,22,19,2.216223570475123,2,0,1
0,20,0,0,2.8,2,0,0
0,31,2,0,3.1,1,0,0
1,22,0,0,3.1,2,0,0
1,26,6,4,3.0871747779228973,0,0,1
1,44,19,15,3.237169668255708,1,1,1
0,41,18,14,3.0,2,1,0
0,32,5,1,2.4,2,1,0
0,35,11,4,2.756680752505979,3,0,1
1,20,0,0,3.169604711660117,2,1,1
0,29,1,0,2.3,2,0,0
0,46,19,17,2.6,1,0,0
1,32,11,5,3.3275351649165614,1,1,1
1,33,9,2,3.4849050511159043,1,0,1
1,33,13,11,2.7,2,0,0
1,33,7,0,3.0341218149442217,1,0,1
1,36,11,5,2.7,2,0,0
0,34,10,0,2.9,2,1,0
1,38,19,17,2.7055342274828433,1,0,1
1,32,1,0,3.0660991840404432,1,0,1
1,53,29,28,2.7932999966435035,1,1,1
1,38,14,11,3.0241299404065085,1,1,1
1,20,0,0,2.8916739354711223,2,1,1
1,41,15,9,2.7011911132913635,1,0,1
0,35,7,0,2.5,2,0,0
0,20,0,0,2.7,1,0,0
1,23,0,0,4.0,1,0,1
1,26,0,0,3.1,3,1,0
1,37,11,1,2.8,2,0,0
1,28,2,0,3.5313762386428342,2,0,1
1,22,0,0,2.2,2,0,0
1,37,11,10,3.1535915229020715,0,1,1
0,30,6,2,3.088998041139699,2,0,1
0,29,1,0,2.7,2,0,0
1,35,8,4,3.173785713677143,3,0,1
0,43,19,12,2.9929247828345997,2,0,1
1,20,0,0,2.9,2,1,0
0,31,3,0,2.8,2,0,0
1,37,14,11,2.5,2,0,0
1,42,13,11,2.6,2,1,0
1,35,10,8,4.0,1,1,1
1,29,2,0,3.4842297887042513,1,1,1
0,34,14,10,2.802232186539636,2,0,1
1,20,0,0,2.8374852084902926,0,0,1
1,27,0,0,3.21991817081518,1,1,1
1,45,19,17,2.7273709332352345,2,0,1
1,48,21,20,3.2225255602528997,0,1,1
1,34,8,5,3.180810577886404,2,1,1
0,20,0,0,2.7,1,0,0
1,21,0,0,2.5381163734695464,0,0,1
0,20,0,0,2.7,2,0,0
1,38,10,1,2.850321956625717,1,1,1
0,36,12,3,3.1835889613284256,2,0,1
1,46,13,8,2.7,2,0,0
1,36,13,4,3.800680348971624,0,0,1
0,28,0,0,2.9,2,0,0
0,20,0,0,3.1660198078497217,2,0,1
0,25,2,0,3.2148689521431804,3,0,1
1,20,0,0,3.301304589194265,2,0,1
0,46,20,13,2.7,2,0,0
1,35,12,9,2.826642779948364,1,0,1
1,34,13,4,3.594680603045826,1,1,1
1,37,12,6,3.2155741125296684,0,1,1
1,30,1,0,2.7641980763498535,3,1,1
1,43,15,9,2.4,2,0,0
1,33,9,3,3.509631342354516,1,0,1
1,27,1,0,2.599263399020023,1,0,1
1,31,14,7,2.9364722316483745,3,0,1
1,34,8,7,3.4806779568340724,3,0,1
1,35,9,0,3.3898286339761143,2,0,1
0,27,2,0,2.8,1,0,0
0,20,0,0,2.93766789514229,3,1,1
0,29,2,0,2.7,1,1,0
0,40,14,8,2.7,2,1,0
0,41,17,13,2.5713043132477424,2,0,1
0,49,26,20,2.8,1,0,0
1,49,22,18,2.7,2,0,0
1,20,0,0,2.8,2,0,0
1,42,11,6,3.1446848441573203,4,0,1
1,34,13,12,2.8238826235484065,4,1,1
1,48,23,19,2.767037725519536,1,1,1
1,37,14,13,2.7,2,0,0
1,30,5,1,2.7,2,0,0
0,20,0,0,2.8,2,0,0
1,29,2,0,3.153850144964161,0,1,1
1,21,0,0,2.6,2,0,0
1,25,0,0,2.6,2,1,0
0,38,13,7,3.0041314605048184,2,0,1
1,20,0,0,3.034354061358582,2,1,1
1,40,18,17,2.8,2,1,0
1,38,13,8,2.6,2,0,0
0,61,36,32,2.6,2,0,0
1,38,14,5,2.8,2,0,0
0,20,0,0,3.1,1,1,0
1,36,10,5,2.7,3,1,0
1,37,13,10,3.2872069945996376,1,1,1
1,29,4,3,3.184864632821475,1,1,1
1,35,9,6,2.9190927208885964,0,0,1
1,33,4,0,2.9,1,0,0
1,20,0,0,3.1,2,0,0
1,20,0,0,2.5951672478279653,1,1,1
0,38,13,10,2.7,2,0,0
1,36,9,8,3.0,2,0,0
1,27,2,0,2.886278268410438,2,0,1
1,31,9,3,2.6656240031426126,5,0,1
1,34,16,7,3.2884033874752885,1,0,1
1,39,11,7,3.0,1,0,0
0,31,6,0,2.9,1,0,0
1,32,11,6,2.9,2,0,0
1,29,0,0,2.7,2,0,0
1,20,0,0,2.8,2,0,0
1,38,16,15,3.3756552484394127,0,1,1
0,44,24,22,3.212306515296215,2,0,1
1,20,0,0,2.6,3,0,0
1,25,3,2,2.629851536320022,0,0,1
0,33,6,0,2.5,2,0,0
1,31,5,0,2.9578406248894007,1,1,1
1,37,16,12,3.612646577407386,0,0,1
1,20,0,0,2.6,1,0,0
1,36,8,7,2.6,3,1,0
1,21,0,0,3.266554309002843,2,1,1
1,20,0,0,3.6163767540007905,2,1,1
0,24,3,2,3.2306455780610306,2,0,1
1,36,11,7,2.834842099870941,0,0,1
0,46,18,11,3.1,3,0,0
0,25,0,0,2.9,2,0,0
1,33,4,1,3.1858500603351665,0,0,1
1,24,0,0,2.634987756330641,0,0,1
1,20,0,0,2.4,2,1,0
1,34,6,0,2.943978351106113,1,0,1
1,20,0,0,2.8,2,0,0
1,31,3,0,2.8,2,0,0
0,27,1,0,3.0,2,0,0
0,56,37,35,3.2730494941988955,2,0,1
1,33,8,4,3.2397551927717227,1,0,1
1,42,18,16,3.4,2,1,0
0,50,20,11,3.133325523606783,2,0,1
0,20,0,0,3.1,2,0,0
1,26,1,0,3.2655838249692346,0,0,1
1,29,5,0,3.433175804443276,1,1,1
1,24,0,0,2.7,3,0,0
1,40,16,14,2.706742820149559,0,1,1
0,29,1,0,2.9,2,0,0
0,35,8,1,2.9317140526589442,2,0,1
1,21,0,0,3.4150529701697927,0,0,1
0,42,18,15,3.0,2,0,0
0,26,1,0,2.9,2,0,0
1,20,0,0,3.3322938934483224,2,1,1
1,34,15,13,3.5122616368043986,1,1,1
1,39,19,14,2.92904622918342,1,0,1
1,29,11,6,2.78946488184928,1,0,1
1,27,3,0,3.0274286281937672,2,0,1
1,38,12,10,3.6798797924961253,2,0,1
0,21,0,0,2.7812665632024145,2,0,1
0,48,23,16,2.8,2,0,0
1,20,0,0,2.313913308104754,2,0,1
1,27,0,0,2.8,2,1,0
1,38,7,0,3.074714890294405,1,0,1
1,36,14,12,3.356171916969438,1,0,1
1,48,20,13,2.816373663404995,2,1,1
0,48,20,11,2.6,1,0,0
1,38,13,12,3.2,2,0,0
1,23,0,0,2.581565665290113,1,1,1
0,45,22,18,2.9,1,0,0
0,23,0,0,3.0,2,0,0
0,38,18,16,3.2506199567504703,2,0,1
1,48,21,19,2.9,2,0,0
1,48,23,14,2.4,3,0,0
1,24,0,0,3.0,2,0,0
0,29,8,6,2.711723966515483,2,0,1
1,32,0,0,3.3679135271719467,2,1,1
0,39,12,7,2.8,2,0,0
1,29,3,0,2.763183308165578,3,0,1
1,34,8,2,3.7626424774878213,3,0,1
1,41,17,9,3.2712640270955964,0,0,1
1,32,7,0,3.1,2,0,0
1,35,11,4,3.0974449723718473,1,1,1
1,35,10,6,2.6,2,0,0
1,28,5,0,3.0668924218499933,1,0,1
1,20,0,0,2.58967160057348,1,0,1
0,20,0,0,2.883710802015027,2,1,1
1,52,25,19,3.0,3,0,0
1,30,4,3,2.9,2,1,0
1,20,0,0,2.986788831798575,0,0,1
1,40,12,7,3.015893020051074,1,1,1
0,21,0,0,2.6926051980619534,1,0,1
1,40,13,11,2.9,1,1,0
1,50,30,26,2.7,2,0,0
1,35,13,1,2.8932844842254717,2,1,1
0,41,21,19,2.9,1,0,0
1,36,8,6,2.4,2,0,0
1,36,8,5,2.9,2,0,0
1,26,6,4,1.622393335778324,3,1,1
1,23,0,0,2.6,2,0,0
1,34,10,3,2.954797570491167,1,1,1
1,31,6,0,2.6412302075434524,1,1,1
1,34,7,5,2.8,3,1,0
1,31,4,0,3.3,2,0,0
1,36,11,0,2.8,3,0,0
0,22,0,0,2.9,2,0,0
1,34,4,3,2.8325283840097875,1,0,1
1,22,0,0,3.231911086713049,0,1,1
1,55,25,24,3.363760581551636,2,0,1
1,40,22,19,3.096187694687938,1,0,1
1,29,8,2,3.0,2,0,0
0,20,0,0,2.4,2,0,0
1,44,19,14,2.914335162382037,3,0,1
1,39,12,9,2.9,3,0,0
1,46,16,14,3.1401490812501733,0,0,1
0,55,29,27,3.2,1,0,0
1,33,3,1,2.9,2,0,0
1,44,20,18,3.108207083296219,0,0,1
0,29,0,0,2.5,3,0,0
1,23,0,0,2.5,2,0,0
1,38,18,13,2.924718843809447,2,0,1
1,28,4,1,3.7664369243005553,0,0,1
0,28,0,0,2.7,2,0,0
0,20,0,0,2.8,1,0,0
1,52,22,19,2.6,2,0,0
1,28,1,0,3.218347311861524,1,0,1
1,20,0,0,3.2985360255204528,1,1,1
1,28,12,8,2.5006551955859657,0,0,1
1,47,24,18,3.5173495641042756,1,0,1
1,39,21,16,2.956232289383835,3,0,1
1,45,19,18,2.3417623244992263,1,1,1
0,38,12,8,2.6,2,0,0
1,33,7,4,3.359277036895366,0,0,1
1,41,19,16,4.0,1,0,1
1,34,10,4,3.2349928317521597,2,0,1
0,26,1,0,3.330410169900598,3,0,1
1,37,13,12,2.49530772073395,2,0,1
0,24,0,0,2.7924554820324103,3,0,1
1,20,0,0,2.6586420125114794,1,1,1
1,38,13,8,3.354655759996967,1,1,1
0,40,13,10,2.8,1,0,0
1,28,1,0,3.2,2,0,0
1,35,7,3,2.958438355990205,0,0,1
1,32,4,0,3.316359258800012,2,0,1
1,53,26,22,2.5,2,0,0
1,20,0,0,3.0,2,0,0
0,48,26,16,2.9,1,1,0
1,20,0,0,2.8,2,0,0
1,29,7,4,3.4584101735839705,0,0,1
1,29,6,3,3.17854409481497,1,1,1
1,20,0,0,2.6275467278055236,1,0,1
1,37,15,9,3.2357303075962283,4,1,1
1,52,29,19,2.7,2,0,0
1,23,0,0,3.4621910916013388,1,0,1
1,24,0,0,2.6,3,1,0
1,45,25,23,3.223838124615245,1,1,1
0,46,18,8,2.9,1,1,0
0,36,12,7,2.8,1,0,0
1,32,9,6,2.6,2,0,0
0,41,18,4,2.7,2,0,0
1,37,11,5,2.5,2,0,0
1,36,10,2,2.5,2,0,0
1,30,4,0,3.1604883445363736,0,1,1
1,40,16,13,2.7313634602272687,1,1,1
1,42,19,16,2.7988298310256488,1,1,1
1,20,0,0,3.0717144368333553,0,0,1
1,39,14,10,3.3953025491189095,0,0,1
1,20,0,0,2.7007625937192894,1,1,1
1,31,0,0,2.967626435119779,1,1,1
1,27,0,0,2.770815788614298,3,0,1
0,26,5,0,3.5178027711081454,2,0,1
1,26,6,1,3.514871217048985,1,0,1
1,27,6,1,2.6,1,0,0
0,46,13,3,3.0,1,0,0
0,20,0,0,2.7,1,0,0
1,26,2,0,2.8473827328830517,2,0,1
1,39,18,17,2.5,2,1,0
1,48,18,14,2.8,2,1,0
0,41,12,9,2.8909822085005463,2,0,1
1,31,4,0,3.155936368286219,0,0,1
1,20,0,0,2.5394628309010727,2,0,1
0,55,31,28,3.227979707675546,2,0,1
1,21,0,0,2.7,2,0,0
0,20,0,0,3.10176810062429,2,0,1
0,37,11,4,2.9671022428629654,2,0,1
0,33,8,4,2.9963753233256725,2,0,1
0,29,1,0,3.142502645009073,2,0,1
1,42,19,12,3.1,2,1,0
0,45,29,12,2.5,1,1,0
1,22,0,0,3.1121892062167387,1,1,1
1,36,2,1,3.0,1,1,0
0,35,12,8,3.239993119379374,2,0,1
1,41,13,12,3.797391572765879,2,1,1
1,31,4,0,2.7525776599150396,2,1,1
1,31,7,3,2.9,2,0,0
0,28,3,0,2.9,1,0,0
1,40,13,10,2.6,2,0,0
1,32,5,3,2.9,2,0,0
1,40,7,1,3.1117538814519885,2,0,1
0,25,0,0,2.9,1,0,0
1,41,16,15,3.1489058041029234,2,0,1
1,57,33,28,2.924241592848338,1,1,1
1,32,0,0,3.460553001605134,1,1,1
1,25,5,2,3.0790189652381548,0,1,1
0,30,4,0,2.7,2,0,0
1,24,0,0,3.545021889582295,2,0,1
1,33,7,0,3.41163594643884,0,0,1
1,33,9,6,2.741432349872289,2,1,1
1,43,15,14,3.55281923359282,2,0,1
0,50,23,21,2.5,2,0,0
1,49,26,22,3.034670821759479,2,1,1
0,46,14,6,2.6,2,1,0
1,46,18,11,2.1635587827819514,1,1,1
1,24,0,0,2.8,2,0,0
1,34,9,7,2.878664062166335,2,1,1
1,30,8,7,2.818448085306209,2,0,1
1,27,6,4,2.9708358356484537,0,1,1
0,29,3,0,2.9,1,0,0
1,24,0,0,3.1992157519355517,0,1,1
1,27,2,0,3.260193903710655,1,0,1
0,46,19,11,2.6,1,0,0
1,33,8,0,2.7,2,0,0
1,28,10,8,2.9456809585731865,2,0,1
1,35,14,12,3.427956834003105,0,1,1
1,27,0,0,3.723994697135765,1,0,1
0,40,16,9,2.7,2,0,0
1,27,1,0,2.7,1,0,0
0,37,17,7,2.9048162089044873,2,0,1
1,39,14,3,3.3099553876745764,0,0,1
0,30,5,3,2.9,2,0,0
0,30,3,0,2.8,1,0,0
1,22,0,0,2.541614839931994,2,0,1
1,27,0,0,3.0,2,1,0
1,20,0,0,2.989370030816307,3,1,1
1,20,0,0,3.25831461774568,1,1,1
1,20,0,0,3.41122361053125,2,1,1
1,45,18,16,2.9,2,1,0
1,20,0,0,3.1985363096899113,1,0,1
1,39,11,10,2.9,2,1,0
0,31,6,0,2.5,1,0,0
0,26,0,0,2.8,3,1,0
0,31,6,0,2.8877220735832827,2,1,1
1,32,8,4,3.1611917297434635,0,0,1
1,32,8,5,2.8062653321558355,0,1,1
1,29,10,9,3.3965822930429916,2,0,1
1,28,6,1,3.106602355333116,0,1,1
0,20,0,0,2.8,1,0,0
0,20,0,0,3.2,3,0,0
1,20,0,0,3.265851875176985,1,1,1
0,49,24,16,2.5,1,1,0
1,27,3,0,2.6,2,1,0
1,39,12,7,3.4387778860189346,1,0,1
1,51,26,25,2.9,3,0,0
1,31,2,0,3.0470943682618836,0,0,1
0,37,15,6,3.065670294460952,2,0,1
1,24,0,0,3.1,2,0,0
0,36,13,1,2.9884429889647053,2,0,1
1,36,14,10,2.957682831873974,3,0,1
1,31,3,1,2.9,2,0,0
0,32,6,1,2.7,1,0,0
1,38,17,13,3.1,2,0,0
0,42,16,10,2.8,1,0,0
1,35,6,0,3.0104543789678297,3,1,1
1,20,0,0,2.9831610373015183,1,1,1
1,50,24,20,3.6053440466035265,0,0,1
0,55,28,22,2.8,1,0,0
1,23,0,0,2.6,2,1,0
1,20,0,0,3.3286964388708657,4,1,1
1,43,19,14,2.959032857263873,0,0,1
1,35,13,7,2.819269221267355,2,0,1
1,42,17,13,3.1699842660951063,2,0,1
1,44,22,21,3.688842598136636,0,1,1
1,27,4,0,3.6223324077375656,0,0,1
0,38,15,13,2.7776257437632417,2,0,1
1,29,0,0,2.9517098495518432,1,0,1
1,32,6,0,2.666112518018021,1,1,1
1,20,0,0,2.8,1,1,0
1,29,2,0,3.02108800331816,3,0,1
1,24,0,0,2.5365805929976943,0,1,1
1,26,0,0,3.0999683822174764,1,1,1
1,27,2,0,3.314348250699636,1,0,1
0,40,12,2,2.6,2,1,0
1,33,9,5,3.073688057615189,2,0,1
1,26,0,0,2.3,2,1,0
1,38,16,15,3.131183871391627,4,1,1
1,22,0,0,3.5732626776538163,3,0,1
1,23,1,0,3.2906593382331524,0,1,1
1,33,3,0,2.5,2,0,0
0,25,2,0,2.9,2,0,0
1,49,21,18,2.8,2,1,0
1,30,13,5,2.78949682602244,3,1,1
1,20,0,0,2.899078409181567,3,0,1
1,29,3,1,2.8,2,0,0
1,36,13,10,2.9123948899273397,1,0,1
1,43,20,19,3.0724836211704067,1,1,1
0,20,0,0,2.9,2,1,0
1,20,0,0,3.1,2,0,0
1,36,13,11,4.0,3,0,1
1,29,3,0,2.732007200315265,1,0,1
1,33,9,0,3.2713422376551247,0,0,1
1,24,4,0,3.1385105218890774,1,1,1
1,25,0,0,3.6361529205285397,3,1,1
1,32,5,4,2.8,3,0,0
0,38,7,6,2.64254255161695,2,1,1
1,39,12,11,2.6,3,1,0
0,50,27,20,2.6,2,0,0
0,21,0,0,3.033978447577555,3,0,1
0,30,5,0,3.1,2,0,0
1,44,19,15,2.4,2,0,0
1,33,7,3,2.5,2,0,0
0,47,22,10,3.1200652014909234,2,0,1
1,36,14,13,3.1061034580560873,1,1,1
0,37,9,2,2.7,2,0,0
0,30,0,0,2.7,2,0,0
0,34,3,1,3.0,1,1,0
1,54,31,26,2.9,2,0,0
0,31,12,7,3.1381003534386767,3,0,1
0,27,0,0,3.1,2,0,0
1,33,8,5,2.5424625349618677,1,1,1
1,20,0,0,2.4981834173648587,0,0,1
1,47,27,18,2.9783812632992586,1,1,1
1,35,8,7,2.538587447166807,0,0,1
0,35,16,9,2.8718352442121344,3,0,1
1,20,0,0,3.0334526313248573,2,0,1
0,52,22,21,2.8,2,1,0
1,21,0,0,2.807991633718637,1,1,1
1,20,0,0,3.316133974240833,2,0,1
0,51,24,18,2.6,2,1,0
1,25,0,0,3.3880601537208497,0,0,1
1,58,34,32,3.6007537208821327,2,0,1
0,31,1,0,2.8567059893768407,2,0,1
1,32,10,8,2.7,1,1,0
1,21,0,0,3.2541332292186507,1,1,1
1,28,0,0,3.0,2,1,0
1,29,1,0,2.6412141906769313,1,1,1
1,26,0,0,3.2457785876838576,2,1,1
1,50,23,22,3.04079934089769,1,0,1
1,34,9,5,2.6,2,0,0
0,22,0,0,2.871085114554625,2,0,1
1,47,23,20,3.4811279428185964,1,1,1
0,38,13,12,3.1995133964360996,2,0,1
1,47,29,17,3.1922629426776603,1,1,1
1,35,7,3,3.8633318919523907,0,1,1
1,20,0,0,3.1902005610711153,1,0,1
1,42,17,16,2.8,2,0,0
1,39,5,2,2.9227140215836296,0,1,1
0,38,16,11,2.9,2,0,0
1,32,8,5,2.8,3,0,0
1,51,22,20,2.975527778128019,4,1,1
1,26,1,0,3.16731941915732,0,1,1
0,21,3,1,2.778975697941843,2,0,1
1,39,15,5,2.967428261877033,3,1,1
1,49,28,22,3.2993206420353745,1,1,1
1,40,15,8,3.247209976088041,0,0,1
0,20,0,0,3.0,2,0,0
1,43,22,18,3.513774701471916,1,1,1
1,44,20,14,3.024550833796197,1,0,1
1,36,7,2,2.8,1,0,0
1,36,12,10,3.3437419076329515,0,0,1
1,41,24,19,3.357203750007299,4,0,1
1,51,32,26,3.462877595250886,3,0,1
1,23,0,0,3.798087538936028,2,1,1
1,57,29,26,2.7228978650715034,0,0,1
1,32,5,4,3.0548043177660498,1,0,1
0,30,3,0,2.7,2,0,0
1,35,11,10,2.9,1,1,0
1,31,9,0,2.986796528120816,1,1,1
1,30,5,1,3.5894272194218444,0,1,1
0,21,0,0,2.8,2,1,0
1,39,20,14,2.8,1,0,0
1,34,10,9,2.832405137676399,1,1,1
1,26,0,0,3.344952239189119,2,0,1
1,37,16,10,3.4094076842369,2,1,1
1,24,0,0,2.9,2,0,0
1,26,4,3,3.095961550231646,2,1,1
0,20,0,0,3.1336872000826683,2,0,1
1,39,14,10,2.838737506131605,3,1,1
1,46,19,17,3.155832935850553,1,1,1
1,20,0,0,3.263938460139273,3,1,1
0,25,0,0,2.4,1,0,0
1,51,25,18,2.5,1,0,0
0,54,29,26,3.2472887131165917,2,0,1
0,36,5,0,2.9,1,0,0
1,40,13,7,2.6,2,0,0
0,27,5,4,2.9212221427025504,2,0,1
0,20,0,0,2.9,1,1,0
1,32,6,0,2.8,2,0,0
1,22,0,0,2.616451248893275,1,0,1
1,35,11,5,2.9024333415822694,0,0,1
1,37,11,7,2.7485178120807694,1,1,1
1,39,17,12,2.7,2,0,0
1,26,0,0,2.7,2,1,0
1,29,0,0,2.8585797467672025,2,0,1
0,45,25,19,3.2951780229593197,1,0,1
1,37,13,6,3.0884222659592826,0,0,1
1,21,0,0,2.9888257739166284,2,0,1
1,36,17,11,2.872331730578079,0,0,1
1,48,20,19,3.0,2,0,0
0,28,0,0,2.8,2,0,0
1,40,7,4,2.6,2,0,0
0,39,12,9,3.0753787178964425,3,0,1
1,25,0,0,2.9493481392051653,0,1,1
1,30,9,8,2.686159852010147,1,1,1
0,38,10,3,3.1,2,0,0
1,48,20,7,3.102225322225604,2,1,1
1,26,7,1,2.6819624176928487,2,1,1
0,42,12,10,2.6,1,0,0
1,23,0,0,2.990827139299206,1,1,1
1,25,1,0,2.874882914006233,0,0,1
1,26,3,0,3.2180284598357436,2,0,1
1,44,21,18,2.4400803994872864,0,0,1
1,20,0,0,3.1,2,0,0
0,20,0,0,2.6,1,0,0
0,23,0,0,3.0,1,1,0
1,31,8,7,2.9,2,0,0
0,20,0,0,2.8,2,1,0
0,34,6,5,2.9,1,0,0
1,35,9,7,2.8,3,0,0
1,38,16,14,2.909556184110532,0,0,1
1,52,28,23,3.2291495131262655,1,0,1
1,31,5,1,3.3581986782129007,2,0,1
1,24,4,1,2.7,2,0,0
0,40,16,14,2.608093953624313,2,0,1
1,40,15,14,3.197691816541352,2,0,1
0,20,0,0,2.756284981350631,2,0,1
1,38,17,16,2.9761557310551283,2,1,1
0,45,19,18,2.5,2,0,0
1,29,2,1,3.1,2,1,0
0,22,0,0,2.9,2,0,0
1,44,26,24,3.433923245759431,1,1,1
1,37,12,7,3.348106288494406,2,0,1
0,20,0,0,2.933337587303675,2,1,1
0,24,1,0,3.3218682554886096,2,0,1
1,51,21,18,2.8,2,0,0
1,40,15,9,3.25728037126123,1,1,1
1,25,0,0,2.7,2,0,0
1,47,22,21,3.1,2,0,0
1,36,4,2,3.1,2,1,0
1,36,12,4,2.7893306030537666,3,1,1
1,41,22,20,2.9114443059295056,0,1,1
1,21,0,0,2.8,2,0,0
0,35,7,0,2.5,2,0,0
1,23,2,0,3.6704275142533582,1,1,1
0,38,17,11,2.7,2,0,0
1,33,7,2,3.206359423052659,3,0,1
0,34,7,5,2.7,1,0,0
0,42,14,9,2.840938659526416,2,0,1
1,29,2,0,3.5691527840005293,1,1,1
1,33,8,1,3.748112482670715,4,0,1
0,20,0,0,2.9,2,0,0
0,59,30,25,3.2,1,0,0
1,28,0,0,2.8,2,0,0
